id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
18196871,Peaceful lower level apartment,2715434,Megan,Seward Park,Seward Park,47.5577,-122.27182,Entire home/apt,117,3,130,2024-08-25,1.49,1,83,13,STR-OPLI-19-000919
18213259,Modern Apartment in Queen Anne with Parking,49819362,Eliza,Interbay,Interbay,47.65045,-122.37635,Entire home/apt,65,30,214,2024-07-01,2.37,3,144,4,
18213923,Private corner bedroom in Pacific NW Seattle home,29517730,Marilyn,Central Area,Mann,47.6104,-122.30085,Private room,45,30,30,2024-02-29,0.34,3,200,2,
18215078,Seattle Guest Quarters,26815448,Dina,Lake City,Matthews Beach,47.69516,-122.27438,Entire home/apt,65,30,108,2024-08-18,1.22,2,67,5,STR-OPLI-19-002407
18228390,Charming Hideaway Close to Light Rail and Lake,2558920,Jamie,Rainier Valley,Mount Baker,47.57671,-122.29454,Entire home/apt,205,2,74,2024-09-06,0.83,1,5,17,STR-OPLI-19-000504
18237332,Urban Spa & King Bed Apt with view from porch!,1318247,Ethan,Beacon Hill,North Beacon Hill,47.58506,-122.31154,Entire home/apt,105,2,225,2024-09-11,2.68,2,65,82,STR-OPLI-19-001017
18250300,Garden apartment with partial view of lake,126116834,Tom,Lake City,Matthews Beach,47.70891,-122.27879,Entire home/apt,90,30,61,2024-08-10,0.69,2,97,8,STR-OPLI-19-002758
18266409,Queen Anne Retreat,47332984,Keith,Queen Anne,North Queen Anne,47.64662,-122.36009,Entire home/apt,99,30,174,2024-06-15,1.93,3,237,3,
18322559,"Light, spacious, quiet home w/ private garden",13833,Jeff,Other neighborhoods,Windermere,47.66264,-122.27454,Entire home/apt,180,30,0,,,1,328,0,
18325583,Spacious Mathews Beach Home,107834755,Silvana,Lake City,Matthews Beach,47.70163,-122.27363,Entire home/apt,235,3,122,2024-09-16,1.44,1,345,15,STR-OPLI-19-001262
18329286,Greenlake Getaway Suite,20045693,Lisa,Other neighborhoods,Wallingford,47.67155,-122.32694,Entire home/apt,131,4,166,2024-09-11,1.85,1,126,22,STR-OPLI-19-000049
18331755,Modern Capitol Hill Retreat: Prime Location,15502197,Kimberley,Central Area,Minor,47.60987854003906,-122.31654357910156,Entire home/apt,265,1,56,2024-08-25,0.65,10,96,20,STR-OPLI-19-001178
18345257,Spacious Luxury 1 Bedroom Loft in South Seattle,90332937,Sara,Rainier Valley,Mount Baker,47.57475,-122.28459,Private room,182,2,25,2024-09-06,0.28,1,174,5,STR-OPLI-22-001604
18348358,Fur Den: Luxury Ensuite Room for Dog Lovers,5101107,Grant,West Seattle,Seaview,47.5447,-122.39139,Private room,93,3,99,2024-09-10,1.21,2,240,15,STR-OPLI-19-000614
18349381,"Short walk to UW, Spacious & Serene (46)",3074414,Melissa,University District,University District,47.65882,-122.31786,Entire home/apt,165,30,18,2023-04-29,0.21,129,180,0,STR-OPLI-19-002570
18358544,"Modern Apartment - Walk to Lake, Shops, & Dining",8117628,Joshua,Capitol Hill,Madison Park,47.63926,-122.27903,Entire home/apt,100,2,224,2024-06-29,2.50,1,131,21,STR-OPLI-19-001503
18370014,"Walk to the U W: Private, Quiet, Garden Apartment",1702858,Gerry,Other neighborhoods,Ravenna,47.67298,-122.29857,Entire home/apt,125,2,298,2024-09-19,3.35,1,210,39,STR-OPLI-19-001532
18375018,"Outdoor Sauna & Soaking Tub, Top Floor Apartment",127248186,Sarah,Other neighborhoods,Wallingford,47.65515,-122.333,Entire home/apt,323,2,267,2024-09-16,2.97,1,282,75,STR-OPLI-23-000129
18378437,The RidgeView - 4BR w/ Roof-top Hot Tub & Views,6178440,Brenda,Other neighborhoods,Phinney Ridge,47.66527557373047,-122.35771179199219,Entire home/apt,736,3,15,2024-09-01,0.62,1,109,6,STR-OPLI-22-001193
18409620,"Old-fashioned Charm, Queen Anne North",13379818,Stephanie,Queen Anne,North Queen Anne,47.64404,-122.35354,Entire home/apt,89,3,147,2024-08-04,1.64,1,4,15,STR-OPLI-19-000868
18414350,Modern Calm Private 1 Bdrm Apt Phinney/Greenlake,127598952,Kristy And Joe,Other neighborhoods,Phinney Ridge,47.6749,-122.35003,Entire home/apt,95,2,340,2024-08-27,3.78,1,28,51,STR-OPLI-19-001439
18430634,Bakery Getaway on the Ave,18342756,Becky,Queen Anne,West Queen Anne,47.63567,-122.35814,Entire home/apt,211,4,125,2024-09-09,1.40,2,49,33,STR-OPLI-19-003322
18474287,Charming Townhome in Seattle!,505687582,Jacob And Jackie,Delridge,North Delridge,47.56685,-122.36969,Entire home/apt,153,2,175,2021-10-31,1.95,3,68,0,STR-OPLI-19-002018
18477502,Spacious W/3 Masters in Fabulous Fremont Seattle,81881929,Mary,Other neighborhoods,Fremont,47.65838,-122.35005,Entire home/apt,215,5,446,2024-09-09,5.00,1,217,37,STR-OPLI-19-000189
18485076,"Private Cottage Natural Light, 4 mi to Downtown AC",76581967,Karleen,Other neighborhoods,Phinney Ridge,47.66525,-122.35677,Entire home/apt,,4,225,2024-07-14,2.52,1,0,24,STR-OPLI-19-002139
18491600,Georgia O'Keeffe Studio,108053175,Andy,Queen Anne,East Queen Anne,47.63656,-122.35309,Entire home/apt,139,2,625,2024-09-15,7.16,2,144,103,STR-OPLI-19-001837
18491674,The Frida Kahlo Apartment,108053175,Andy,Queen Anne,East Queen Anne,47.63727,-122.35403,Entire home/apt,162,2,562,2024-09-16,6.45,2,132,100,STR-OPLI-19-001837
18492251,Center UW Rustic Remodeled 317,3074414,Melissa,University District,University District,47.66225,-122.31483,Entire home/apt,122,30,17,2024-07-23,0.46,129,119,1,STR-OPLI-19-002570
18504533,*Relaxing charm in the Great  Northwest*,117993648,Lisa,Magnolia,Lawton Park,47.66281,-122.40212,Entire home/apt,141,2,381,2024-09-02,4.25,1,92,45,STR-OPLI-19-002971
18529198,Greenwood Craftsman comfy home close to everything,84891625,Lisa Yoga,Other neighborhoods,Greenwood,47.70126,-122.34821,Entire home/apt,225,30,31,2024-08-22,0.35,2,180,2,Str-stun-19-000499
18630803,Cozy Urban Studio in Seattle,17162606,Corey And Felie,Beacon Hill,North Beacon Hill,47.57325,-122.30584,Entire home/apt,125,3,292,2024-08-20,3.27,1,7,37,STR-OPLI-19-000820
18633109,Spacious One Bedroom with Gourmet Kitchen,105567017,Tawnyel,Northgate,Maple Leaf,47.69145,-122.3206,Entire home/apt,93,30,39,2019-01-02,0.48,1,82,0,
18635270,Beautiful Seattle Home in Quiet Magnolia,95016161,Douglas,Magnolia,Lawton Park,47.65573,-122.39019,Entire home/apt,856,2,49,2023-09-10,0.55,1,95,0,STR-OPLI-19-001628
18638163,"Charming Queen Anne Studio, Low Ceilings",39075448,Miz,Queen Anne,East Queen Anne,47.64129,-122.35467,Entire home/apt,128,3,213,2024-09-02,2.38,1,250,25,STR-OPLI-19-000617
18668672,Roosevelt Studio Guesthouse,4820947,Leya And Ewan,Other neighborhoods,Roosevelt,47.67758,-122.31403,Entire home/apt,,2,99,2024-09-15,1.11,1,2,18,STR-OPLI-23-000840
18672990,"Fantastic downtown loft, close to everything!",1838818,Kia,Downtown,Pioneer Square,47.60077,-122.33095,Entire home/apt,145,2,261,2024-09-05,2.91,7,349,26,STR-OPLI-19-003091
18673405,"Central 2 Bedroom, Stocked Kitchen",14062900,Shawn,Central Area,Minor,47.60384,-122.31534,Entire home/apt,118,2,143,2024-09-11,1.62,1,18,2,STR-OPLI-19-000069
18690558,"Musician's Room, walk UW, self check-in",53552204,Randy,University District,University District,47.66495,-122.3079,Private room,78,2,104,2024-09-03,1.17,5,174,14,STR-OPLI-21-001118
18728930,Green Lake 2BR Garden Apartment - Family Friendly,17269911,Rob,Other neighborhoods,Green Lake,47.67421,-122.33314,Entire home/apt,123,1,590,2024-09-10,6.60,6,202,82,STR-BB-OPLI-19-000010
18737568,Green Lake Master Suite Apartment with Jetted Tub,17269911,Rob,Other neighborhoods,Green Lake,47.67421,-122.33314,Entire home/apt,98,1,692,2024-09-16,7.74,6,330,108,STR-BB-OPLI-19-000010
18809004,Urban Studios in the Heart of West Seattle,130945609,Kelly,West Seattle,North Admiral,47.57315,-122.38696,Entire home/apt,139,2,58,2024-09-01,0.65,1,17,4,STR-OPLI-20-000084
18849203,Huge Home a Block from Green Lake,17269911,Rob,Other neighborhoods,Green Lake,47.67421,-122.33314,Entire home/apt,686,1,49,2023-11-12,0.57,6,251,1,STR-BB-OPLI-19-000010
18876264,Modern Downtown Top Floor Penthouse With Bay Views,23165254,Lux,Downtown,Belltown,47.61578,-122.34728,Entire home/apt,298,1,124,2024-08-29,1.42,6,359,15,STR-OPLI-19-002714
18878479,Modern home close to light rail,9245045,John,Rainier Valley,Brighton,47.53307,-122.27842,Private room,95,2,66,2024-08-14,0.76,1,48,6,STR-OPLI-19-000938
18895355,"Nice Condo in Downtown Seattle, Belltown for 2",131674050,Scott,Downtown,Belltown,47.61807,-122.34658,Entire home/apt,148,3,432,2024-09-08,4.89,1,53,54,STR-OPLI-19-000351
18910157,Private room upstairs in cozy Seattle home,29517730,Marilyn,Central Area,Minor,47.60979,-122.30542,Private room,45,30,36,2024-08-17,0.42,3,213,3,
18934440,Arboretum Retreat,34298557,Sue,Capitol Hill,Montlake,47.64163,-122.29972,Entire home/apt,115,30,117,2024-09-06,1.31,1,75,5,STR-OPLI-20-000836
18943180,"Fremont - Walk to the ""Center Of The Universe""",44468800,Greg,Other neighborhoods,Fremont,47.65246,-122.34863,Entire home/apt,107,30,144,2024-06-23,1.62,3,342,3,STR-BB-BBUN-19-000006
18945014,0.8 mile from Northgate link station for 1 with AC,4037804,Yen,Northgate,North College Park,47.70115,-122.33686,Private room,150,2,31,2023-09-04,0.35,2,180,0,STR-OPLI-19-000545
18949136,Large One Bedroom MIL Apartment Close to Ballard,918867,John And Debbie,Other neighborhoods,North Beach/Blue Ridge,47.69862,-122.3899,Entire home/apt,98,2,203,2024-09-07,2.28,1,4,43,STR-OPLI-20-001038
18994983,Townhouse in Capitol Hill! W/Rooftop Deck Views!,29003959,Ashley & Blake,Central Area,Minor,47.60351,-122.31424,Entire home/apt,248,2,335,2024-09-05,3.77,1,48,33,STR-OPLI-19-000121
19055403,"Private, Quiet Ballard Haven-Dog Friendly!!!",133015453,Janet,Other neighborhoods,North Beach/Blue Ridge,47.69313,-122.39401,Entire home/apt,75,10,115,2024-08-31,1.30,1,132,7,STR-OPLI-21-000075
19059339,Your Dream Vacation Home for the Family,133051252,Robert,Other neighborhoods,Wallingford,47.65756,-122.32533,Entire home/apt,119,240,6,2024-06-07,0.07,1,350,4,STR-OPLI-23-001340
19115007,Spacious 3BR MCM home near UW,29664875,Christine,Other neighborhoods,View Ridge,47.67888,-122.27763,Entire home/apt,137,1,272,2024-09-19,3.07,1,312,52,STR-OPLI-19-002504
19125238,"Klimt-Inspired king bed, desk, roof, A/C, HS WiFi",29666316,Mish,Central Area,Atlantic,47.59574,-122.30935,Entire home/apt,123,2,107,2024-09-17,4.06,17,155,55,STR-OPLI-22-001112
19161696,Private cottage with soaring vaulted ceilings,133990571,Stacy Randy Bodhi And Josh,Lake City,Matthews Beach,47.69744,-122.28102,Entire home/apt,175,2,43,2024-09-15,0.49,1,312,13,STR-OPLI-22-001015
19213509,Spacious Cape Cod Home in West Seattle,116763780,Tarah,Delridge,Riverview,47.55505,-122.35624,Entire home/apt,205,21,123,2024-09-02,1.39,1,338,8,STR-OPLI-19-002902
19223154,Tranquil Studio in quiet old Seattle neighborhood,20866076,Mickey,Other neighborhoods,Bryant,47.66505,-122.28858,Private room,45,30,11,2020-09-12,0.13,1,293,0,
19229958,The Woodland Park Studio,20130582,Hailey,Other neighborhoods,Fremont,47.66381,-122.35335,Entire home/apt,82,1,517,2024-09-06,5.88,2,148,60,STR-OPLI-19-003041
19272024,Garden Level View Apartment,134729791,James,West Seattle,Gatewood,47.54166,-122.38293,Entire home/apt,,7,12,2024-06-15,0.14,1,0,1,STR-OPLI-19-002369
19274366,Craftsman Green Lake Home,15732960,Massimo & Mary,Other neighborhoods,Green Lake,47.68652,-122.32961,Entire home/apt,525,30,16,2020-01-02,0.19,1,362,0,STR-OPLI-19-003040
19316928,Home In Ballard/Phinney Family Neighborhood,135299109,Mara,Ballard,West Woodland,47.67033,-122.36522,Entire home/apt,,4,23,2024-08-25,0.27,1,0,5,STR-OPLI-19-002889
19317112,Penthouse in Ballard - 87 Walk Score!,1212520,Jeremy And Rachael,Ballard,Whittier Heights,47.68304,-122.37643,Entire home/apt,193,28,108,2024-07-16,1.23,3,311,5,STR-OPLI-19-003466
19336206,Beautiful Ballard Bungalow,6495905,Andrea,Ballard,Loyal Heights,47.68659,-122.38165,Entire home/apt,,1,177,2024-09-02,2.11,1,0,20,STR-OPLI-19-002176
19350639,"Short walk to UW, entire clean 1 bedroom apt (13)",3074414,Melissa,University District,University District,47.65714,-122.31727,Entire home/apt,125,30,9,2024-08-11,0.10,129,180,1,
19366629,Jill's Hillman City Guest Suite,52542927,Jill,Rainier Valley,Columbia City,47.55227,-122.28773,Entire home/apt,,2,133,2024-08-11,1.56,1,0,12,STR-OPLI-19-001214
19384198,1BR Daylight Apartment  - 2 Blocks to Green Lake,140421,Aleksandra,Other neighborhoods,Green Lake,47.68313,-122.34314,Entire home/apt,500,1,465,2024-09-01,5.30,1,32,20,STR-OPLI-19-003263
19386335,Traveling Nurses (Elton John room 인실을위,85076667,Sabrina & Perry,Other neighborhoods,Fremont,47.66181,-122.35346,Private room,69,30,53,2022-09-15,0.61,12,365,0,
19386722,"Traveling Nurse,वागत Shreya Ghoshal ( to Amazon)",85076667,Sabrina & Perry,Other neighborhoods,Fremont,47.66325,-122.35215,Private room,69,30,10,2023-08-13,0.11,12,365,0,
19386894,"Traveling Nurse, Nicki Minaj  स्वागत हे 인실을위",85076667,Sabrina & Perry,Other neighborhoods,Fremont,47.66325,-122.35395,Private room,69,30,36,2022-08-07,0.41,12,270,0,
19390529,Columbia City Accessible entire Unit,135941922,Genanew,Rainier Valley,Columbia City,47.56036,-122.29109,Entire home/apt,,7,20,2024-08-08,0.86,2,0,6,STR-OPLI-22-001623
19414289,Bungalow basement 2 blocks from Lightrail,27066609,Hayley,Other neighborhoods,Roosevelt,47.67851,-122.31833,Entire home/apt,69,30,15,2024-08-16,0.20,2,195,2,STR-OPLI-19-002348
19419602,1BR Modern Queen Anne Lux Townhome | Sleeps 4,41947998,Muni,Queen Anne,North Queen Anne,47.65024,-122.36857,Entire home/apt,163,1,64,2024-09-18,0.85,2,349,26,STR-OPLI-22-001755
19438023,Immaculate 2 BR Under the Space Needle & Key Arena,27322459,Drew,Queen Anne,Lower Queen Anne,47.62204,-122.35677,Entire home/apt,137,30,62,2022-11-19,0.71,2,112,0,
19493701,Traveling Nurse (Kenny G)  स्वागत room,85076667,Sabrina & Perry,Other neighborhoods,Fremont,47.66137,-122.35189,Private room,69,30,8,2023-07-23,0.09,12,365,0,
19493891,Traveling Nurse room,85076667,Sabrina & Perry,Other neighborhoods,Fremont,47.6629,-122.35321,Shared room,58,30,22,2018-08-25,0.25,12,365,0,
19501685,"Close to everything: 2 beds/1 bath, very private!",6171087,Becca,Central Area,Minor,47.60489,-122.30539,Private room,149,30,120,2024-08-25,1.37,2,167,5,STR-OPLI-22-000769
19508222,New Wallingford Guest House,44113701,Sara,Other neighborhoods,Wallingford,47.65421,-122.33398,Entire home/apt,,2,173,2024-08-19,1.97,1,0,8,STR-OPLI-20-000045
19528362,Modern Townhouse in Seattle with Rooftop Deck,135583295,Marcus,Central Area,Atlantic,47.595692,-122.299484,Entire home/apt,,30,47,2024-09-01,0.54,1,0,4,STR-OPLI-19-000925
19532499,Matthews Beach Daylight Basement near UW/Childrens,5167419,Lucy And Chris,Lake City,Matthews Beach,47.69784,-122.27669,Entire home/apt,85,20,121,2024-08-13,1.44,1,145,6,STR-OPLI-22-000630
19543829,The Cozy Stay in Peaceful Ballard,22121954,Stephanie,Ballard,Sunset Hill,47.67921,-122.39397,Private room,80,1,368,2024-09-16,4.19,1,2,66,STR-OPLI-22-000838
19553691,1BD/1BA Central District Duplex,7635363,Travis,Central Area,Leschi,47.59901,-122.29576,Entire home/apt,255,3,52,2024-09-02,0.59,1,64,11,STR-OPLI-22-001037
19589907,"*RoofTop* 2 KINGs, AC, mins to Downtown & Airport",33776918,Sonia,Other neighborhoods,South Park,47.52684,-122.32069,Entire home/apt,217,2,116,2024-08-15,3.86,1,166,47,STR-OPLI-21-001006
19591463,Meet the Goats at a Characterful Farm-Chic Hideaway,116740214,Luke,Beacon Hill,Mid-Beacon Hill,47.54953,-122.30814,Entire home/apt,96,3,384,2024-09-12,4.40,8,128,13,STR-OPLI-19-001953
19594064,No Car Needed | Cozy N Beacon Apt by Light Rail,903177,Max,Beacon Hill,North Beacon Hill,47.57728,-122.30931,Private room,81,1,111,2024-09-16,1.27,1,207,15,STR-OPLI-19-000186
19619980,Urban Architectural Retreat with Rooftop Deck & Fireplace,28420265,Sherry,Beacon Hill,North Beacon Hill,47.58761,-122.30992,Entire home/apt,191,2,141,2024-09-09,1.62,44,305,17,STR-OPLI-24-000070
19626395,Family Fun/Business Retreat Near Space Needle,52640557,Bryan,Queen Anne,Lower Queen Anne,47.62744,-122.35143,Entire home/apt,249,30,198,2024-08-10,2.27,1,126,4,STR-OPLI-22-001587
19640055,Fabulous Private bedroom and bath in garden oasis,138214686,Jen,Central Area,Minor,47.61137,-122.309,Private room,67,30,26,2017-09-27,0.30,1,40,0,
19697895,Bungalow with Wetland Canopy Views from Patio,336506,John,Rainier Valley,Dunlap,47.52521,-122.26123,Entire home/apt,204,2,189,2024-09-02,2.18,1,258,18,STR-OPLI-20-000777
19699462,"Charming, Private 2 Bed Montlake Suite w/ Parking",22027933,Kathryn And Tom,Capitol Hill,Montlake,47.63711,-122.30618,Entire home/apt,86,2,847,2024-09-16,9.69,1,231,94,STR-OPLI-19-000800
19721795,Bright and Airy Craftsman on the Hill,8677106,Becca,Queen Anne,West Queen Anne,47.63581,-122.36963,Entire home/apt,313,3,60,2024-08-17,1.73,1,104,13,STR-OPLI-21-000767
19738365,A place where it all connect!  HomestayU1,111066204,Erlinda,Northgate,North College Park,47.69479,-122.33321,Private room,,60,8,2024-09-10,0.11,7,27,1,
19739161,Erlinda's Wholeworld Homestay,111066204,Erlinda,Northgate,North College Park,47.69228,-122.33316,Private room,28,30,0,,,7,88,0,
19764464,★ QUIET Capitol Hill Home w GREAT DECKS★,12621577,Brad,Capitol Hill,Stevens,47.62427,-122.30002,Entire home/apt,250,30,9,2023-06-30,0.12,2,107,0,STR-OPLI-19-002256
19770172,Urban Oasis West Seattle: Near Stadiums & Downtown,62797356,Kelley,West Seattle,North Admiral,47.57246,-122.37577,Entire home/apt,107,2,197,2024-09-19,2.26,1,126,43,STR-OPLI-19-000790
19770530,Fremont & Woodland Park Zoo Cozy Living,23904049,Joshua,Other neighborhoods,Fremont,47.66134,-122.35277,Entire home/apt,123,2,256,2024-09-10,2.93,1,337,35,STR-OPLI-19-001157
19771279,Erlinda's Wholeworld Homestay II,111066204,Erlinda,Northgate,North College Park,47.6927,-122.33497,Private room,28,30,1,2018-08-06,0.01,7,80,0,
19786042,"Dog-friendly, bay view suite w/ walk score of 100",138924514,Vacasa Washington,Downtown,Central Business District,47.60776,-122.33786,Entire home/apt,298,7,11,2024-07-09,0.14,1,356,1,STR-OPLI-24-000559
19807175,Huge Master Bedroom w/private bath,13701143,Ali,Delridge,Highland Park,47.53183,-122.35404,Private room,64,1,182,2024-09-20,2.08,15,166,47,STR-OPLI-22-000983
19824463,Great bedroom! Cabin in the City-Cedar Park,51676305,Vanessa,Lake City,Cedar Park,47.73066,-122.28938,Private room,76,30,22,2023-07-01,0.25,1,89,0,
19843399,Modern industrial guesthouse Ballard/Phinney Ridge,23094965,Naomi,Other neighborhoods,Phinney Ridge,47.68167,-122.36423,Entire home/apt,186,2,138,2024-09-14,1.59,1,125,20,STR-OPLI-19-001061
19846180,The Ballard Jungalow,2080018,Cassie,Ballard,Loyal Heights,47.68763,-122.38112,Entire home/apt,,3,4,2019-08-10,0.05,1,363,0,STR-OPLI-24-000167
19846504,"No Cleaning Fee - 2Bed/2Bath-AC,Full Kitchen",20180013,Andrew,Queen Anne,North Queen Anne,47.64504,-122.35206,Entire home/apt,192,4,482,2024-09-18,5.55,1,32,56,STR-OPLI-19-000251
19849588,Nice bedroom / private bath and balcony in Ballard,53466225,Gerard,Ballard,Adams,47.67229,-122.39183,Private room,100,30,32,2019-10-03,0.37,1,88,0,
19855651,Cozy 1 bedroom Daylight Basement Apartment,10235544,Scott (Aka Skip),Central Area,Leschi,47.59181,-122.29372,Entire home/apt,95,30,24,2024-08-20,0.28,3,18,3,
19891890,Weekly Discounts - Apartment w/ Private Deck,6992010,Annie,Queen Anne,West Queen Anne,47.6385,-122.37257,Entire home/apt,106,2,283,2024-09-03,3.26,2,54,35,STR-OPLI-19-001590
19894816,Charming Wallingford Cottage Apartment,21290502,Diana,Other neighborhoods,Wallingford,47.65371,-122.33994,Entire home/apt,107,3,179,2024-08-17,2.05,1,206,18,STR-OPLI-20-000143
19914644,"★ Clean, comfy, quiet private apartment! ★",141058204,Corey And Sandy,Other neighborhoods,Roosevelt,47.68108,-122.31915,Entire home/apt,125,2,235,2024-09-18,2.73,1,122,61,STR-OPLI-19-002669
19963333,Ballard Locks Home 5 bedroom 2 blocks from water!,35246779,Didi,Ballard,Adams,47.66997,-122.39379,Entire home/apt,95,30,118,2021-01-02,1.38,1,112,0,str-opli-19-003296
19966378,Awesome Apt. Near Seattle Center & Amazon Campus.,11383663,David,Queen Anne,Lower Queen Anne,47.63129,-122.35969,Entire home/apt,121,1,290,2024-09-16,3.34,2,274,47,STR-OPLI-19-002086
19989622,Center UW Spacious Super Comfy Bed 312,3074414,Melissa,University District,University District,47.66491,-122.31343,Entire home/apt,131,30,3,2024-06-17,0.04,129,90,2,
20012986,Hideaway with a View,18688599,Janet And Betty,Rainier Valley,Mount Baker,47.58853,-122.29135,Entire home/apt,148,4,192,2024-09-14,2.24,1,230,24,STR-OPLI-21-000172
